Natural,GEMORNA,CAI-optimized,LinearDesign (lambda=1),Random
-0.328888900191696,-0.397407418710211,-0.354074068422671,-0.659999988697193,-0.274444438793041
-0.314786963594288,-0.381954871921013,-0.355889724310777,-0.637844611528822,-0.288220551378446
-0.273809523809524,-0.34583332425072,-0.261904761904762,-0.649999981834774,-0.206547623588925
-0.267320271410973,-0.372549019607843,-0.306535957685483,-0.505228778116064,-0.320261437908497
-0.29444443738019,-0.410648134019639,-0.40601850439001,-0.718518504390009,-0.267129633161757
-0.174193556590747,-0.279032266268166,-0.258064516129032,-0.518279578096123,-0.124193550438009
-0.408201066274489,-0.536243378169952,-0.455555547482122,-0.815872999726148,-0.343121685048259
-0.217216114421467,-0.128571422982128,-0.35054943937085,-0.559340648162059,-0.268864474453769
-0.398205136030146,-0.469743581918569,-0.453846153846154,-0.876410225110174,-0.336666674491685
-0.331697335272479,-0.201431492842536,-0.361145206755654,-0.613087909597072,-0.268916155419223
-0.365486730164832,-0.430088504577454,-0.352212393881646,-0.673451336435861,-0.294985250737463
-0.200383138839312,-0.401532578742364,-0.329501915708812,-0.638697306315104,-0.243295019157088
-0.376153838328826,-0.51230770013271,-0.438717964367987,-0.804102579752603,-0.352564102564103
-0.468535806531103,-0.502492221345037,-0.394392518610969,-0.828037345149433,-0.365420570254695
-0.33725491692038,-0.392156862745098,-0.365196078431373,-0.64975491692038,-0.282598046695483
-0.306516298375331,-0.391478689093338,-0.360401010154779,-0.626817057903546,-0.27619046854196
-0.325502020288183,-0.425903626713886,-0.420080315157112,-0.702610429511012,-0.326305220883534
-0.231067966103168,-0.342394831882709,-0.392232999832498,-0.609385123144845,-0.254045307443366
-0.363542984616581,-0.40859537504504,-0.384696016771489,-0.665199135834314,-0.301048230824979
-0.345994816269984,-0.446511635792654,-0.407751945870173,-0.67777774623506,-0.262790689788739
-0.255384611472105,-0.373846161671174,-0.321538465450971,-0.632307707957728,-0.225128212953225
-0.44044443766276,-0.595111083984373,-0.4,-0.8213333468967,-0.365333319769964
-0.236551727645697,-0.38114943230289,-0.331494245858028,-0.635862082996586,-0.268045973503726
-0.30761316872428,-0.226543206736874,-0.391152275933158,-0.72921809443721,-0.323251041365257
-0.209782614224199,-0.32898551830347,-0.313405797101449,-0.53804347826087,-0.163768118706302
-0.343961337914213,-0.415458937198068,-0.313043493003661,-0.62173911569199,-0.305314013347533
-0.410233927051921,-0.542397660818713,-0.477485389040225,-0.861695942125822,-0.362573099415205
-0.307051275530432,-0.423931610889923,-0.373931623931624,-0.708333333333333,-0.303418803418803
-0.285430470312929,-0.370198668759916,-0.34392936656017,-0.594260512598303,-0.252759381898455
-0.304990026051411,-0.382435141923184,-0.35768462464719,-0.620159705004054,-0.242315372307142
-0.221245426834721,-0.386446886446886,-0.374358963180374,-0.610256432613608,-0.253846165024754
-0.336815905215134,-0.463184072010552,-0.424626858080204,-0.72636815920398,-0.295522395651137
-0.263661202185792,-0.352732257113429,-0.328415292208312,-0.584153013802615,-0.252732240437159
-0.451075277020852,-0.505913970290973,-0.44489247311828,-0.777419387653309,-0.338172051214401
-0.199224802258711,-0.336175726365672,-0.285529715762274,-0.571576219504501,-0.251162782811995
-0.291000010172526,-0.396000010172523,-0.381000010172523,-0.678999989827473,-0.30466667175293
-0.326143800822738,-0.433986938077637,-0.393464057274111,-0.667647068796592,-0.286601297216478
-0.23476190112886,-0.43952382405599,-0.332857150123233,-0.648571414039248,-0.255238087972005
-0.37037037037037,-0.360493827160494,-0.388641960238232,-0.642469165943287,-0.287407411175007
-0.369876550745079,-0.42962962962963,-0.403703703703704,-0.740493812090084,-0.334567901234568
-0.277983551653323,-0.379423855754082,-0.351646077976305,-0.62037037037037,-0.301851845572514
-0.255733337402344,-0.382399983723957,-0.337866658528645,-0.689866699218749,-0.294400004069008
-0.270864189995659,-0.357037052107444,-0.364444459514852,-0.67037037037037,-0.29901234191141
-0.256617639579025,-0.349264705882353,-0.357352948656267,-0.617892171822341,-0.243627454720291
-0.332616498393397,-0.435483870967742,-0.384229379742803,-0.62258063422309,-0.273476713447161
-0.30617284578551,-0.34444443188577,-0.265020582411024,-0.655555568114226,-0.241152257095148
-0.336281186058406,-0.383900233677454,-0.356689349323712,-0.712925156227855,-0.280952384412422
-0.266666666666667,-0.375238109770274,-0.359285699753533,-0.630000014532179,-0.258095241728281
-0.327857135591052,-0.356904747372581,-0.362619054885136,-0.62547621954055,-0.266428575061614
-0.267261913844517,-0.330952371869768,-0.278571424030122,-0.542261895679292,-0.243452390034993
-0.393939393939394,-0.535064928459398,-0.399567112778172,-0.772727272727273,-0.312554099343039
-0.395488729453025,-0.545864669302649,-0.540601496110882,-0.861654104744281,-0.36416040865102
-0.252604166666667,-0.396874984105428,-0.372395833333333,-0.645312507947281,-0.284374992052714
-0.317906340291675,-0.382920110192837,-0.322589527476917,-0.633884314334752,-0.311019287950077
-0.411904761904762,-0.480714271182105,-0.43642857869466,-0.843333362397693,-0.397619047619048
-0.397031949535352,-0.413013684695169,-0.365296803652968,-0.70662100456621,-0.286301373346753
-0.217013888888889,-0.336111121707492,-0.346527788374159,-0.538888878292507,-0.222222222222222
-0.416379292805989,-0.498563218390805,-0.447413784334029,-0.828735614645069,-0.371839062920931
-0.268085109990255,-0.200709223465435,-0.359338061465721,-0.609929078014184,-0.241371154785156
-0.249158249158249,-0.311784506646872,-0.267003377278646,-0.523569023569024,-0.206060608629426
-0.26339869613481,-0.371677573210272,-0.366013071895425,-0.643572971452035,-0.289978226805044
-0.326098183328791,-0.414211894190587,-0.36770026628361,-0.635142126748726,-0.246253237859839
-0.288888880815455,-0.364021180168029,-0.334126992200415,-0.601058192984767,-0.218253968253968
-0.25808579850905,-0.413201310060205,-0.337623772448043,-0.689438923750772,-0.239603955360136
-0.269387744721912,-0.386394552633065,-0.343197284101626,-0.69013603366151,-0.284693867170892
-0.257831313045149,-0.173092363349884,-0.355421686746988,-0.58654619699501,-0.27228916888256
-0.419333343505857,-0.538333333333333,-0.452999979654947,-0.81133331298828,-0.33066665649414
-0.3227138688079,-0.444542763859121,-0.399410011494053,-0.716519156036826,-0.27492624468508
-0.374145312186998,-0.37628206432375,-0.333333333333333,-0.649145273061898,-0.306410243368556
-0.370247917070204,-0.435537206896736,-0.428925611427664,-0.720936672746642,-0.292837473971782
-0.254644800405033,-0.15737704501126,-0.308743169398907,-0.583606574053317,-0.195081971382183
-0.363461543352173,-0.473076942639471,-0.384294876685506,-0.675961518898987,-0.311538451757186
-0.289038024492711,-0.37785233533889,-0.34675615212528,-0.593959731543624,-0.296420581655481
-0.210569102589677,-0.404471544715447,-0.354471532309927,-0.60650405263513,-0.252439018187484
-0.329583326975504,-0.475833320617675,-0.454166666666667,-0.750624974568683,-0.329583326975504
-0.253074423780719,-0.384142384945767,-0.341747567877414,-0.621359223300971,-0.251132681146023
-0.23721881390593,-0.155419222903885,-0.321676897856354,-0.572801648473446,-0.267484668817499
-0.366025631244365,-0.442628224690753,-0.42179489135742,-0.699999980437449,-0.28525641025641
-0.274309972289261,-0.340339709239399,-0.291932059447983,-0.576433121019108,-0.219108273775461
-0.286928114548228,-0.352614384071497,-0.326470593221827,-0.640522875816994,-0.226470598208359
-0.430158736213802,-0.432936501881433,-0.39484126984127,-0.704365079365079,-0.349206349206349
-0.34464830871022,-0.413455648159761,-0.368501529051988,-0.62782875550996,-0.284097863993514
-0.229971984521348,-0.370028028301163,-0.334733893557423,-0.556862753646378,-0.243697478991597
-0.305063304015854,-0.409915618252652,-0.394936702422451,-0.640084375309038,-0.255485228848357
-0.3005128126878,-0.319487175574669,-0.295128201215695,-0.55,-0.234102571927584
-0.217417421999636,-0.126126126126126,-0.314114109531895,-0.552252233923375,-0.2621621713266
-0.312206572769953,-0.434272300469484,-0.40563380998065,-0.725352112676056,-0.335680751173709
-0.269444439146254,-0.128125005298191,-0.341666671964857,-0.555555555555556,-0.231944455040826
-0.325349301397206,-0.407385241723583,-0.369061864064838,-0.690818375456118,-0.310778437022439
-0.421153859195545,-0.517307705349391,-0.476923070402227,-0.824358948275573,-0.363461551503237
-0.1995238167899,-0.14047619047619,-0.262380945114862,-0.569999985467819,-0.206666673932757
-0.353002070393375,-0.385921312415081,-0.353209122367526,-0.589233967088023,-0.277432712215321
-0.230952380952381,-0.202619043986003,-0.290000007266088,-0.55952380952381,-0.249285707019624
-0.23794038767414,-0.313550127231008,-0.311924115106019,-0.501355013550136,-0.224661250747639
-0.309669203430641,-0.395419831797669,-0.403816786127842,-0.592620849609374,-0.259033086645692
-0.304504497631176,-0.395045031298387,-0.344819833566475,-0.613063090556376,-0.272747744311083
-0.288819875776398,-0.348861283643892,-0.319461704040905,-0.632712227957588,-0.287991731063178
-0.334453785786773,-0.383473372259059,-0.344257707355401,-0.605042016806723,-0.242296918767507
-0.248309186115355,-0.369806778027814,-0.316666681409457,-0.591062794560971,-0.218840576024447
-0.181355923582605,-0.305649708893339,-0.267231634107686,-0.488135601841124,-0.187570625779319
-0.481453649382243,-0.446867175568313,-0.398245598738055,-0.747117809783246,-0.346616549001897
-0.351063829787234,-0.478723404255319,-0.417966910287842,-0.698345139235187,-0.305200960055591
-0.44878587870145,-0.485209719761053,-0.429580587424978,-0.775275965136934,-0.29713025629915
-0.221917801251694,-0.417808219178082,-0.32648401826484,-0.600456621004566,-0.295890424893871
-0.101932368992607,-0.0729468617462304,-0.221256034961645,-0.51739129697643,-0.159903374271116
-0.443902447294734,-0.506504048499957,-0.368563685636856,-0.746612466124661,-0.327642280557935
-0.413972043705557,-0.434930127537892,-0.418962063665637,-0.755089795993948,-0.36347306607488
-0.330994143123515,-0.423976608187135,-0.383040935672515,-0.778070193285132,-0.335380108035795
-0.275482093663912,-0.348484848484848,-0.307438012325402,-0.65895315963703,-0.275757571554052
-0.483982697193753,-0.628571415360355,-0.512987012987013,-0.889177462755342,-0.380952380952381
-0.334920630883918,-0.404232812306238,-0.398412714559565,-0.704232836526535,-0.244973540936828
-0.397900278486916,-0.446194225721785,-0.443569553805774,-0.766404199475066,-0.306299204588562
-0.319555562337238,-0.349777764214409,-0.32,-0.553333333333333,-0.213333333333333
-0.287301593356662,-0.334126972016834,-0.315873009817941,-0.494841257731119,-0.215079368106902
-0.272781071108002,-0.383234720023189,-0.354043392504931,-0.658185428416235,-0.253254425831329
-0.36357389364865,-0.513402040881388,-0.418213047932103,-0.732646037622825,-0.334707909023639
-0.275238085549975,-0.328253973098025,-0.3003174554734,-0.592380971757191,-0.22984127468533
-0.280858080772677,-0.386468641828782,-0.355115506515251,-0.651155125583356,-0.278877887788779
-0.376008505527633,-0.431210204041433,-0.385137991287652,-0.704670899992535,-0.301486199575372
-0.339300398963959,-0.407407407407407,-0.377572016460905,-0.695061703277712,-0.291563779728893
-0.402857135591053,-0.489047604515438,-0.414761897495815,-0.645714314778643,-0.318095252627418
-0.29656862745098,-0.34754902708764,-0.292156855265299,-0.59754902708764,-0.213970595715093
-0.267938939062995,-0.403053419583929,-0.35521630051785,-0.644783699482148,-0.236132323286916
-0.425324675324675,-0.569264069264069,-0.447619054224582,-0.835497835497836,-0.341125554336613
-0.324182996562883,-0.387254901960784,-0.37941175971935,-0.621241850011487,-0.269281050738166
-0.26116503866745,-0.315857600239874,-0.275728145463567,-0.62621359223301,-0.267961174924783
-0.338550733483354,-0.461449266516643,-0.435652182758716,-0.695652173913044,-0.268405792678612
-0.336767670602509,-0.401414135248974,-0.376363642528802,-0.646464646464647,-0.286060618390939
-0.370440261169047,-0.423584896063654,-0.339622641509434,-0.649056584580138,-0.291823908967792
-0.220246906045042,-0.375308641975309,-0.335802469135802,-0.63283947603202,-0.268641982843844
-0.297584533691406,-0.451449260619527,-0.432608710394964,-0.727777748292193,-0.320048309178744
-0.171999994913737,-0.105333334604899,-0.272666676839193,-0.589333343505859,-0.16533332824707
-0.201052628901967,-0.306666672020628,-0.281052626224986,-0.58105265299479,-0.224561403508772
-0.270000005651403,-0.355555555555556,-0.311481475830078,-0.604444433141637,-0.228888886063187
-0.245787540198246,-0.297802208980798,-0.291575085985792,-0.603296692118103,-0.223589746943323
-0.385978819831968,-0.421428579502003,-0.350264534117683,-0.63412697605355,-0.275661367587942
-0.555119832356769,-0.542047936931932,-0.481481481481481,-0.877124196303954,-0.372984742806627
-0.305684762407641,-0.389405676868842,-0.370542619887556,-0.668992232290656,-0.277002576093649
-0.227564102564103,-0.122435899881216,-0.220512830294096,-0.531410266191531,-0.202564105009421
-0.363475177304965,-0.406737577830645,-0.398226961176443,-0.665602826057596,-0.310638292461422
-0.21190475930973,-0.360884348551432,-0.376530601864769,-0.628911543865592,-0.256802721088435
-0.351329249594595,-0.486298574747969,-0.411042944785276,-0.70777097362682,-0.31799591002045
-0.28387096364011,-0.422849470569239,-0.393010744484521,-0.646774209955686,-0.231720421903877
-0.367111104329427,-0.441777784559462,-0.353777770996094,-0.676888902452253,-0.284444444444444
-0.245512815622183,-0.309615379724747,-0.268589753371019,-0.522435897435898,-0.216025645916278
-0.232914042922686,-0.381761019084937,-0.359748440468585,-0.593501061013658,-0.2637316625823
-0.246732026143791,-0.386928109561693,-0.372222227208752,-0.603267993802337,-0.263398687823925
-0.280536916165275,-0.423937360178971,-0.381431767337808,-0.666890393967595,-0.291275160958036
-0.303809520176479,-0.354761904761905,-0.344523802257719,-0.699761890229724,-0.272857139224098
-0.290873027983166,-0.334126972016834,-0.33452382163396,-0.494841257731119,-0.201984133039202
-0.368148163218556,-0.432345694082753,-0.404938271604938,-0.627407422477815,-0.327407422477815
-0.229432613291639,-0.336170223587794,-0.296099290780142,-0.596099312423812,-0.204964536301633
-0.276604567502101,-0.37888198757764,-0.340579710144928,-0.621946157135578,-0.267908890054832
-0.443715830318262,-0.395355182918694,-0.394808743169399,-0.688251349443945,-0.29562840696241
-0.346666671290539,-0.417272718024976,-0.363333337957206,-0.690909090909091,-0.269393944017815
-0.359684677811356,-0.431306306306306,-0.384684691558011,-0.653153153153153,-0.281081087954408
-0.255897443722456,-0.396923084748095,-0.366666666666667,-0.647948710123698,-0.270256414168918
-0.315596320942636,-0.396330293894541,-0.386238541442682,-0.645565767900658,-0.271559642360116
-0.378048780487805,-0.415853670942102,-0.360975622161617,-0.583739862209411,-0.293089424691549
-0.327100262732363,-0.453929539295393,-0.399457978039252,-0.691327929819824,-0.301355005279789
-0.275111117892795,-0.366222229003906,-0.334666680230035,-0.748444417317707,-0.289333326551649
-0.349607849121092,-0.383529423732382,-0.370784325693167,-0.598235306085324,-0.274313713522518
-0.222222222222222,-0.144444448906078,-0.455555564478824,-0.615204660516035,-0.276608182672868
-0.39369918078911,-0.471544715447154,-0.390447166877063,-0.707113808732691,-0.302845528455285
-0.16571428208124,-0.142857142857143,-0.201428567795526,-0.515714300246462,-0.146190479823521
-0.267806267806268,-0.387749305138219,-0.38034188034188,-0.660683743294826,-0.268376059681601
-0.333653841263208,-0.473076942639471,-0.386217948717949,-0.675961518898987,-0.297115374834109
-0.26692507248516,-0.334625322997416,-0.333850121313287,-0.621963816403726,-0.240568471509357
-0.303703711777135,-0.347089939016513,-0.333068787105497,-0.596560846560847,-0.241005286968574
-0.38350168863932,-0.230976425838792,-0.373737373737374,-0.610774390223852,-0.294612794612795
-0.384988948998861,-0.476158933660578,-0.454966900890762,-0.764679898226234,-0.313465783664459
-0.259523800441197,-0.31458332425072,-0.302976199558801,-0.569047609965006,-0.224404766446068
-0.324400858162275,-0.37995641371783,-0.365577348696638,-0.631590400645935,-0.302614365787547
-0.373856214136856,-0.219934650495941,-0.376797395593977,-0.691830055386412,-0.273856219123392
-0.366210031727132,-0.465981749094783,-0.3988584405211,-0.692694049991973,-0.306849301133525
-0.287096768724448,-0.442652329749104,-0.424731182795699,-0.716487433320731,-0.267741924545671
-0.333986934753283,-0.37995641371783,-0.366666673315375,-0.637908470137185,-0.281917198031556
-0.273026315789474,-0.376754392657362,-0.374122820402445,-0.674999973230193,-0.273684217218765
-0.282700421940928,-0.407172995780591,-0.390295358649789,-0.694936695984143,-0.295569633129778
-0.260416666666667,-0.384895841280619,-0.378645817438761,-0.626562515894568,-0.28802082935969
-0.524702390034991,-0.657142866225467,-0.636607124691917,-0.865476154145738,-0.375595229012625
-0.323983727431879,-0.183333327130573,-0.328455296958365,-0.653658548990882,-0.251219509093742
-0.170042190873673,-0.205063284700933,-0.26666666988582,-0.524894521206236,-0.201687760493926
-0.334615389506019,-0.473076942639471,-0.425641035422298,-0.675961518898987,-0.296153851044484
-0.315533980582524,-0.293527498214376,-0.320711969171913,-0.594498372000783,-0.248996771655036
-0.191245788676971,-0.367676757401488,-0.322895628033262,-0.556228945953677,-0.207407402269768
-0.422666659884982,-0.528444451226127,-0.426888902452256,-0.785111083984373,-0.328888888888889
-0.316869906293667,-0.453252032520325,-0.419715447154472,-0.657317060765211,-0.271544727852673
-0.215210355987055,-0.161812297734628,-0.308737869015789,-0.589644003068744,-0.249514558168677
-0.346376796851411,-0.34758452632001,-0.343236729718635,-0.638647328252377,-0.241062809303763
-0.327343742052714,-0.46848956743876,-0.39244790871938,-0.711979150772094,-0.280468742052714
-0.371999986436632,-0.432444458007812,-0.38088887532552,-0.663111097547742,-0.288444451226128
-0.343859644661173,-0.502339190209816,-0.432163751613325,-0.680701763309231,-0.321345033701398
-0.3500000143275,-0.426525814432493,-0.403051636028737,-0.704225352112676,-0.299765251052211
-0.422535211267606,-0.545539891775784,-0.452112690383838,-0.725821624899134,-0.333098577221793
-0.325925921216423,-0.489197530864198,-0.451543219295546,-0.70679012345679,-0.312962967672463
-0.323057628813243,-0.324812045372218,-0.40275688458206,-0.760902270936128,-0.320802005012531
-0.273245610688862,-0.391008778622274,-0.368859642430355,-0.634649109422114,-0.243201757732189
-0.240650414774411,-0.366124677787304,-0.331978319783198,-0.633604344313705,-0.289159883328569
-0.472609803350088,-0.61421187841923,-0.434366940835956,-0.92661500285146,-0.352713178294574
-0.340816316150483,-0.353741496598639,-0.344217676694701,-0.63265306122449,-0.224489795918367
-0.340645148164482,-0.393118286132811,-0.354838709677419,-0.696774193548387,-0.309677419354839
-0.254802251266221,-0.421751421050161,-0.366384172170175,-0.636440686586884,-0.273163833187125
-0.291511393481899,-0.367080751659952,-0.372049683122654,-0.682194616977226,-0.266045548654244
-0.265131582293592,-0.389035074334395,-0.362061416893673,-0.641008745160018,-0.258771929824561
-0.305098051183364,-0.408235288133808,-0.367058817545573,-0.724705894320616,-0.23764705283969
-0.33905722878196,-0.377441072303438,-0.371043760768492,-0.698653198653199,-0.327609437884706
-0.338235294117647,-0.365686279496333,-0.366666656693601,-0.561437918469794,-0.247058818542879
-0.37463769590221,-0.400724622938367,-0.39975845410628,-0.678985521989167,-0.298792263160005
-0.231687239658685,-0.328806590641477,-0.321810687029803,-0.518930034872926,-0.235390949641726
-0.144583336512248,-0.243124993642171,-0.242916663487752,-0.529583326975504,-0.208541663487752
-0.158787883411754,-0.254848480224609,-0.253030303030303,-0.544848494096233,-0.216969692345822
-0.344736835412811,-0.41973682872036,-0.371271936517011,-0.679385938142474,-0.277631575601143
-0.285277769300672,-0.342500008477103,-0.321388880411783,-0.598055564032658,-0.261111111111111
-0.339944907784788,-0.380991743944234,-0.330303034506551,-0.636363636363636,-0.253443526170799
-0.329032269002716,-0.388530471418918,-0.326164874551971,-0.606451601965025,-0.262365580459649
-0.309307346096286,-0.381601738207266,-0.354328997723468,-0.634415597626656,-0.238528131922602
-0.343271227850429,-0.19751553110948,-0.403312635717923,-0.767494849289919,-0.295238107874772
-0.383333333333333,-0.382222239176431,-0.360833316379122,-0.649722205268011,-0.259999995761448
-0.257383966244726,-0.385232080387164,-0.412236274043216,-0.644303784591738,-0.231645576058561
-0.289964163175193,-0.382078847577495,-0.34910394812143,-0.628315423124577,-0.267741924545671
-0.32400794256301,-0.362103174603175,-0.33571427965921,-0.677380940270802,-0.242460311405242
-0.26458332935969,-0.383072932561237,-0.34375,-0.729687531789143,-0.293489575386047
-0.285521895797164,-0.128282823145189,-0.334343444618713,-0.585858585858586,-0.225589225589226
-0.402681986490885,-0.571264391201207,-0.418007656988969,-0.768199233716475,-0.340613032666203
-0.376944435967339,-0.417500008477103,-0.406666649712456,-0.735555521647133,-0.280555555555556
-0.388744601955661,-0.463203463203463,-0.320779214173684,-0.75021646342752,-0.357575750970221
-0.430678466076696,-0.443657799104673,-0.428023616824528,-0.863716778150348,-0.336873147339947
-0.324780715139287,-0.344078933983518,-0.33486841436018,-0.642543859649123,-0.274780708446836
-0.3632996684373,-0.359595969871236,-0.327609437884706,-0.641750862301397,-0.262962957825324
-0.389115651448565,-0.386394552633065,-0.368027200504225,-0.712585034013606,-0.323809513429395
-0.342206227693626,-0.511750584883655,-0.469304549036552,-0.773860940544439,-0.362829743529393
-0.246491231416399,-0.431578954060871,-0.385745600650184,-0.616008758544921,-0.267543859649123
-0.352861963137229,-0.428282818007549,-0.811111090560552,-0.801010080459542,-0.257575757575758
-0.294242419618549,-0.422424223928739,-0.370606069853809,-0.67242422392874,-0.295151519775391
-0.170436510964045,-0.351785720340788,-0.278769841269841,-0.562301575191437,-0.223611105056036
-0.304365067254929,-0.363888876778739,-0.282142851087782,-0.621428595648869,-0.213888894943964
-0.236043356298431,-0.305149047355341,-0.289430902579287,-0.485365870199228,-0.191598907718813
-0.198765436808268,-0.35462963433913,-0.274691358024691,-0.582407397988401,-0.231481481481481
-0.27964602670135,-0.433628318584071,-0.372861361433269,-0.611504433780994,-0.31297934653133
-0.295333319769964,-0.35088887532552,-0.332444458007811,-0.658888888888889,-0.24
-0.202046779164097,-0.385672496773345,-0.35935672960783,-0.62163744474712,-0.273684206064682
-0.285792345557708,-0.140983602388309,-0.320765031491472,-0.644808743169399,-0.226229516534857
-0.336923061273036,-0.420512820512821,-0.367435905260915,-0.646410272060295,-0.275384619297123
